sym,action,amt,cuid0,cuid1,actor,source,destination,note,tuid,external_id,timestamp,ref_tuid
USD,create_chore,5,sezONFG7g6GE1gVR,K4ZW1QxHodIoc1wW,sezONFG7g6GE1gVR,wqgumXtuSznI1Lfq,wqgumXtuSznI1Lfq,,DXJF-ZY97,,1499073483130,
USD,create_chore,4,ct6NL5uI1nbbdeob,eWnjFVXnXVnYqlEA,ct6NL5uI1nbbdeob,wSxCPgZ9MmeZT4Dh,wSxCPgZ9MmeZT4Dh,Use thecleaner,Z28Z-Z6A7,,1499073483302,PCUW-DZK4
USD,create_chore,5,ct6NL5uI1nbbdeob,eWnjFVXnXVnYqlEA,ct6NL5uI1nbbdeob,wSxCPgZ9MmeZT4Dh,wSxCPgZ9MmeZT4Dh,Cleanedges,I8D4-QB9Z,,1499073484702,R4A1-ATKJ
USD,create_chore,3,ct6NL5uI1nbbdeob,eWnjFVXnXVnYqlEA,ct6NL5uI1nbbdeob,wSxCPgZ9MmeZT4Dh,wSxCPgZ9MmeZT4Dh,,T6UN-FUMG,,1499073486203,F7L4-EE5C
USD,create_chore,1,ct6NL5uI1nbbdeob,eWnjFVXnXVnYqlEA,ct6NL5uI1nbbdeob,wSxCPgZ9MmeZT4Dh,wSxCPgZ9MmeZT4Dh,Pick a room a the pictures,I3WU-9FAD,,1499073486388,M4L6-WK5B
USD,create_chore,5,MW4QPw06HOaFS4GK,gmYPhSqp5Gm3MWwh,MW4QPw06HOaFS4GK,wpepWlxlAeOfJh2h,wpepWlxlAeOfJh2h,,7C4L-FXTG,,1499073486999,OPG9-OK5N
USD,init_deposit,10,eBrOccmm5R4juLON,,eBrOccmm5R4juLON,,wDrABKybdtp3GTnn,Alce,C92W-6Q78,dc2a1c89-4cfdff3c0,1499073488323,
USD,transfer,25,vTQ5mgjo2eSNu6kV,,vTQ5mgjo2eSNu6kV,wvTQ5mgj2eSNu6kV,wYGEaZvwAtJjam0g,Alce,23ZR-7H6V,,1499073489196,VE83-AKO7
USD,init_deposit,25,xpXe605wQ2C5J2ZZ,,xpXe605wQ2C5J2ZZ,,wacyVz2qKiL18o15,Alce,89WW-EQ2J,dd2a1c89-4cfdff3c0,1499073489613,
USD,init_deposit,15,aEUpo6uWj4lQJeDT,,aEUpo6uWj4lQJeDT,,wjXuEjVdX8EbNInF,Alce,N6KT-61NJ,e12a1c89-4cfdff3c0,1499073490636,
USD,create_chore,2,xhlvmSNXoeWyQzKv,BKD0GHBkDV7dhgTd,xhlvmSNXoeWyQzKv,wKX21EcRiHc69Djq,wKX21EcRiHc69Djq,Twiay.,S1W4-T5Q3,,1499073492206,NTXB-8TM9
USD,create_chore,25,xhlvmSNXoeWyQzKv,BKD0GHBkDV7dhgTd,xhlvmSNXoeWyQzKv,wKX21EcRiHc69Djq,wKX21EcRiHc69Djq,Eveght,SG8T-KKDB,,1499073492392,UJ3N-ZLRT
USD,create_chore,25,xhlvmSNXoeWyQzKv,fTw6evRGwnpVBGL5,xhlvmSNXoeWyQzKv,wapJmurOKkakc6Oc,wapJmurOKkakc6Oc,Eveht.,QF5I-5GBX,,1499073494000,486A-BT5A
USD,transfer,1,X3YSMvb0GOFqWyYt,,X3YSMvb0GOFqWyYt,wmdYlAK42RV5EsnO,wjB7HSKZSdUO36Tz,se,9Q4Q-4F9G,,1499073495839,
USD,recurring_pay_from_bank,40,R5BBvbyL0krZxEka,8MjBVxIqhyEdv7jF,R5BBvbyL0krZxEka,wR5BBvby0krZxEka,w8MjBVxIhyEdv7jF,1 gaweek,UOWT-L83J,,1499073495869,
USD,pay_from_bank,40,R5BBvbyL0krZxEka,8MjBVxIqhyEdv7jF,R5BBvbyL0krZxEka,wR5BBvby0krZxEka,w8MjBVxIhyEdv7jF,1 gaweek,89HA-9THE,e32a1c89-4cfdff3c0,1499073496101,UOWT-L83J
USD,init_deposit,40,R5BBvbyL0krZxEka,,R5BBvbyL0krZxEka,,wR5BBvby0krZxEka,,89HA-9THE,e32a1c89-4cfdff3c0,1499073496102,
USD,pending_request,0,tbNdDATaqMkskdt2,jimmynaook.com,tbNdDATaqMkskdt2,wtbNdDATqMkskdt2,,,YDWB-5KWX,,1499073498357,
USD,create_chore,5,upsxLGZDvivdderq,NXPL1aRhunOHhGCr,upsxLGZDvivdderq,w5YrMfV48pnkH3GU,w5YrMfV48pnkH3GU,,N6LN-T21G,,1499073498907,
USD,create_chore,5,upsxLGZDvivdderq,NXPL1aRhunOHhGCr,upsxLGZDvivdderq,w5YrMfV48pnkH3GU,w5YrMfV48pnkH3GU,,BQ3E-EB8D,,1499073500115,
USD,create_chore,1,upsxLGZDvivdderq,NXPL1aRhunOHhGCr,upsxLGZDvivdderq,w5YrMfV48pnkH3GU,w5YrMfV48pnkH3GU,,B8IX-C9LA,,1499073500312,
USD,create_chore,5,upsxLGZDvivdderq,NXPL1aRhunOHhGCr,upsxLGZDvivdderq,w5YrMfV48pnkH3GU,w5YrMfV48pnkH3GU,put rin washer,59HF-V3OO,,1499073500474,
USD,create_chore,2,HIw61MbEz6LKfHrD,JftaeJAsJEMT3dzh,HIw61MbEz6LKfHrD,wGExL4kFakxHRll2,wGExL4kFakxHRll2,10-tes,V745-DEOK,,1499073500646,MS74-QCSE
USD,create_chore,1,HIw61MbEz6LKfHrD,JftaeJAsJEMT3dzh,HIw61MbEz6LKfHrD,wGExL4kFakxHRll2,wGExL4kFakxHRll2,Pick un yard,L5H6-ODY2,,1499073502168,6Y6E-TFEG
USD,create_chore,1,iQcdMpJOJlSGddg1,0qEx1nIdsFI7Y5Jf,iQcdMpJOJlSGddg1,wObM4uGYkffFl94L,wObM4uGYkffFl94L,,5FO2-87DR,,1499073502312,
USD,create_chore,25,qtKK3cLlksVjMCQ6,x7GNbnS9k1OuXdJH,qtKK3cLlksVjMCQ6,wncOHXuFcELv7rmN,wncOHXuFcELv7rmN,,CLC5-ZFAU,,1499073503596,I3CM-9UJI
USD,create_chore,25,qtKK3cLlksVjMCQ6,x7GNbnS9k1OuXdJH,qtKK3cLlksVjMCQ6,wncOHXuFcELv7rmN,wncOHXuFcELv7rmN,,CHBR-KLT3,,1499073503858,441V-V569
USD,create_chore,25,qtKK3cLlksVjMCQ6,x7GNbnS9k1OuXdJH,qtKK3cLlksVjMCQ6,wncOHXuFcELv7rmN,wncOHXuFcELv7rmN,,KRUF-4SDN,,1499073504365,1GLC-8U84
USD,create_chore,25,qtKK3cLlksVjMCQ6,x7GNbnS9k1OuXdJH,qtKK3cLlksVjMCQ6,wncOHXuFcELv7rmN,wncOHXuFcELv7rmN,,FU1Z-EWEW,,1499073504617,46EP-BS4U
USD,create_chore,25,qtKK3cLlksVjMCQ6,x7GNbnS9k1OuXdJH,qtKK3cLlksVjMCQ6,wncOHXuFcELv7rmN,wncOHXuFcELv7rmN,,E1YB-V12A,,1499073504869,496J-E4S3
USD,create_chore,5,1qpC5OAnS2gvMrsr,os1wcUEFXzrV3eHU,1qpC5OAnS2gvMrsr,waB66oSQhGV5JDJT,waB66oSQhGV5JDJT,,25KJ-SGM8,,1499073505097,A8VK-IHBU
USD,create_chore,5,1qpC5OAnS2gvMrsr,cDaAvtejgC5VLKau,1qpC5OAnS2gvMrsr,wtZqFIoLIEnoToAP,wtZqFIoLIEnoToAP,,JZ8A-K4UG,,1499073505454,
USD,create_chore,3,bf1OBnFbNjQOZLfC,QhbF5mr5CIT2pjCE,bf1OBnFbNjQOZLfC,wAZGejEaSdRRX5nL,wAZGejEaSdRRX5nL,,JIIC-7A3D,,1499073506730,
USD,create_chore,1,iLoqphWywAkX4pm5,lFofBXkuS12rY1eo,iLoqphWywAkX4pm5,w1fw1mgFnKIedIIf,w1fw1mgFnKIedIIf,,8RUC-XFAT,,1499073507963,
USD,create_chore,5,1jvPuwuW1NncJkcz,DiHnwKdVLFrkGIvv,1jvPuwuW1NncJkcz,wsxhrab5YfnQNM9S,wsxhrab5YfnQNM9S,,VMED-4K32,,1499073508108,NLDE-4LB5
USD,create_chore,4,EGREKsOzLhyDnycc,EKCfZixiH66XBdNg,EGREKsOzLhyDnycc,wEmf9JcKbUYqnWJA,wEmf9JcKbUYqnWJA,,J231-KTRN,,1499073508383,
USD,create_chore,1,HIw61MbEz6LKfHrD,VCPz7bIr1oL7CJDO,HIw61MbEz6LKfHrD,wGq4cCiNBAeusn4h,wGq4cCiNBAeusn4h,Pick  yard,JXS7-CO7Y,,1499073508601,ET4C-QYQK
USD,create_chore,25,MW4QPw06HOaFS4GK,gmYPhSqp5Gm3MWwh,MW4QPw06HOaFS4GK,wpepWlxlAeOfJh2h,wpepWlxlAeOfJh2h,,9KYP-D3S2,,1499073508778,KYO7-8R7X
USD,create_chore,4,ZwxE6zjJg4Vd8Mf6,W1KwBIorAOw4PiVR,ZwxE6zjJg4Vd8Mf6,wRakZ6ZcaPELjslw,wRakZ6ZcaPELjslw,Log 5-8 hours on ALr two hours logged.,UPF4-3F4R,,1499073509179,IA6D-1U6Z
USD,create_chore,4,ZwxE6zjJg4Vd8Mf6,IEHXmocOv0yXXqKO,ZwxE6zjJg4Vd8Mf6,wQoGQLaZgb7BMJot,wQoGQLaZgb7BMJot,Log 5-8 hours per week in hours logged up to $4.00,YQO7-2K5F,,1499073509371,AGM1-2Z3S
USD,recurring_create_chore,75,15N4iRFMtnKOHRMx,jcNJZ0gpxzmX2fG6,,wPc3Ytk0U2IuuEj9,wPc3Ytk0U2IuuEj9,Unload dishwaon drying mat,AR5B-HI79,,1499073510694,
USD,create_chore,75,15N4iRFMtnKOHRMx,jcNJZ0gpxzmX2fG6,15N4iRFMtnKOHRMx,wPc3Ytk0U2IuuEj9,wPc3Ytk0U2IuuEj9,Unload dishwaon drying mat,YACE-9MJY,,1499073510715,AR5B-HI79
USD,recurring_create_chore,5,15N4iRFMtnKOHRMx,jcNJZ0gpxzmX2fG6,,wPc3Ytk0U2IuuEj9,wPc3Ytk0U2IuuEj9,Take dirty clothes y ALL clean clothes,8ARA-KL5F,,1499073511908,
USD,create_chore,5,15N4iRFMtnKOHRMx,jcNJZ0gpxzmX2fG6,15N4iRFMtnKOHRMx,wPc3Ytk0U2IuuEj9,wPc3Ytk0U2IuuEj9,Take dirty clothes y ALL clean clothes,MRGJ-CQNK,,1499073511933,8ARA-KL5F
USD,recurring_create_chore,75,15N4iRFMtnKOHRMx,jcNJZ0gpxzmX2fG6,,wPc3Ytk0U2IuuEj9,wPc3Ytk0U2IuuEj9,Wash yourwith soap,OKNI-3I7K,,1499073512094,
USD,create_chore,75,15N4iRFMtnKOHRMx,jcNJZ0gpxzmX2fG6,15N4iRFMtnKOHRMx,wPc3Ytk0U2IuuEj9,wPc3Ytk0U2IuuEj9,Wash yourwith soap,BQ1U-BQM1,,1499073512112,OKNI-3I7K
USD,recurring_create_chore,5,15N4iRFMtnKOHRMx,jcNJZ0gpxzmX2fG6,,wPc3Ytk0U2IuuEj9,wPc3Ytk0U2IuuEj9,On Monday andn from street,34PR-FG16,,1499073512256,
USD,create_chore,5,15N4iRFMtnKOHRMx,jcNJZ0gpxzmX2fG6,15N4iRFMtnKOHRMx,wPc3Ytk0U2IuuEj9,wPc3Ytk0U2IuuEj9,On Monday andn from street,SF5L-MB1D,,1499073512275,34PR-FG16
USD,create_chore,1,ypwgG9rWO4onH6cC,xpFj8u5CwrbvHcJs,ypwgG9rWO4onH6cC,wQp5O47wGiCnzlQS,wQp5O47wGiCnzlQS,Kitchenweeping,ER9B-7VCW,,1499073514737,KLXJ-AR7M
USD,create_chore,5,ypwgG9rWO4onH6cC,xpFj8u5CwrbvHcJs,ypwgG9rWO4onH6cC,wQp5O47wGiCnzlQS,wQp5O47wGiCnzlQS,,U9OF-82ON,,1499073514907,J2UN-9VEO
USD,recurring_create_chore,5,15N4iRFMtnKOHRMx,jcNJZ0gpxzmX2fG6,,wPc3Ytk0U2IuuEj9,wPc3Ytk0U2IuuEj9,If your nails are londer them the cut them,SB7Z-XFCM,,1499073515122,
USD,create_chore,5,15N4iRFMtnKOHRMx,jcNJZ0gpxzmX2fG6,15N4iRFMtnKOHRMx,wPc3Ytk0U2IuuEj9,wPc3Ytk0U2IuuEj9,If your nails are londer them the cut them,ONJG-84A4,,1499073515141,SB7Z-XFCM
USD,recurring_create_chore,75,15N4iRFMtnKOHRMx,jcNJZ0gpxzmX2fG6,,wPc3Ytk0U2IuuEj9,wPc3Ytk0U2IuuEj9,Changheets,ULXT-XYMQ,,1499073516327,
USD,create_chore,75,15N4iRFMtnKOHRMx,jcNJZ0gpxzmX2fG6,15N4iRFMtnKOHRMx,wPc3Ytk0U2IuuEj9,wPc3Ytk0U2IuuEj9,Changheets,RKSC-OP6G,,1499073516347,ULXT-XYMQ
USD,recurring_create_chore,5,15N4iRFMtnKOHRMx,jcNJZ0gpxzmX2fG6,,wPc3Ytk0U2IuuEj9,wPc3Ytk0U2IuuEj9,Tidy up room. ize something.,DTA4-ERBB,,1499073517680,
USD,create_chore,5,15N4iRFMtnKOHRMx,jcNJZ0gpxzmX2fG6,15N4iRFMtnKOHRMx,wPc3Ytk0U2IuuEj9,wPc3Ytk0U2IuuEj9,Tidy up room. ize something.,MDRD-4MXW,,1499073517699,DTA4-ERBB
USD,recurring_create_chore,75,15N4iRFMtnKOHRMx,jcNJZ0gpxzmX2fG6,,wPc3Ytk0U2IuuEj9,wPc3Ytk0U2IuuEj9,Clean g poop,YABI-EZKK,,1499073517876,
USD,create_chore,75,15N4iRFMtnKOHRMx,jcNJZ0gpxzmX2fG6,15N4iRFMtnKOHRMx,wPc3Ytk0U2IuuEj9,wPc3Ytk0U2IuuEj9,Clean g poop,KP58-5Z2I,,1499073517894,YABI-EZKK
USD,create_chore,5,8BTS1nzoyLyaAX1K,OBefyuNM48BvCgaL,8BTS1nzoyLyaAX1K,wpYhAteZijCYGAP6,wpYhAteZijCYGAP6,,A1K3-YVFD,,1499073520192,
USD,create_chore,3,IKgzFguRcjTrYdZD,02rohTz0FVZIMwmA,IKgzFguRcjTrYdZD,wq8tLNHJgcf2pPU9,wq8tLNHJgcf2pPU9,,VFWQ-I1E7,,1499073520481,FPVW-I3UQ
USD,create_chore,3,IKgzFguRcjTrYdZD,02rohTz0FVZIMwmA,IKgzFguRcjTrYdZD,wq8tLNHJgcf2pPU9,wq8tLNHJgcf2pPU9,,LZBD-2INY,,1499073520642,Q8Q6-2P12
USD,recurring_transfer,46.6,YyFO1MjdItGMeogw,,YyFO1MjdItGMeogw,wRsl6Zg75Vd4vPXP,wpVYWa5m76omq4xA,Clothumiez,1CYP-DRV1,,1499073522321,EMQT-QCL5
USD,transfer,46.6,YyFO1MjdItGMeogw,,YyFO1MjdItGMeogw,wRsl6Zg75Vd4vPXP,wpVYWa5m76omq4xA,Clothumiez,NJ8M-Z6WX,,1499073522335,1CYP-DRV1
USD,request,20,6FW41xnhvlpPbvg1,RwYGIBFoVUk74cLr,6FW41xnhvlpPbvg1,wPV6xobieFKfdOno,wqA84wbwk3X1W3sX,Just do tht 20$ back,76D8-FNXK,,1499073523568,J9A6-5QWZ
USD,init_deposit,0,aHFXLlntoriZ23T2,,aHFXLlntoriZ23T2,,waHFXLlnoriZ23T2,Rt,F6B3-B6VB,2cb6dfd6-4cfdff3c0,1499075335368,
USD,create_wallet,0,wFBR9H7xlDmX0tEc,,wFBR9H7xlDmX0tEc,wwFBR9H7lDmX0tEc,wwFBR9H7lDmX0tEc,,P4BZ-7QJ6,,1499078399386,
USD,transfer,75,KGtrPy2viA8OtO4c,,KGtrPy2viA8OtO4c,wV3rYk8s32bXbVeC,wKGtrPy2iA8OtO4c,Lig on,QHLZ-C9NH,,1499079056010,
USD,recurring_deposit,1,IodjTmjgHpZYY6bA,,IodjTmjgHpZYY6bA,,wD5FNkC1DCpJb4xk,Alce,JKPZ-6FJN,,1499079145493,
USD,init_deposit,1,IodjTmjgHpZYY6bA,,IodjTmjgHpZYY6bA,,wD5FNkC1DCpJb4xk,Alce,PAZ2-ZOV6,02bf0eb6-4cfdff3c0,1499079145513,JKPZ-6FJN
USD,recurring_transfer,5,IodjTmjgHpZYY6bA,,IodjTmjgHpZYY6bA,wD5FNkC1DCpJb4xk,w4zV0IAC3hg0l08V,sags,QHCG-8CWJ,,1499079321304,
USD,transfer,5,IodjTmjgHpZYY6bA,,IodjTmjgHpZYY6bA,wD5FNkC1DCpJb4xk,w4zV0IAC3hg0l08V,sags,WAEF-RGPT,,1499079321321,QHCG-8CWJ
USD,card_auth,0,6dR7SQtBwQ1wqKv8,,6dR7SQtBwQ1wqKv8,wq2jEmO0marr9Dxx,,PAYPAL    733   CAUS,UXAZ-QCLP,V.12,1499079538174,
USD,create_wallet,0,TOglM3tNaWyY1BVU,,TOglM3tNaWyY1BVU,wTOglM3taWyY1BVU,wTOglM3taWyY1BVU,,SDLC-6NEJ,,1499079687567,
USD,card_auth,23.3,i6WxOamKhyH3fzda,,i6WxOamKhyH3fzda,wAQ6lOa0n3eO0q4p,,7-ELEVEN          CA,A559-6QP1,D.57,1499080029474,
USD,card_pending,23.3,i6WxOamKhyH3fzda,,i6WxOamKhyH3fzda,wAQ6lOa0n3eO0q4p,,7-EN,A559-6QP1,D.57,1499080032127,
USD,edit_subscription,5,SmkjL7dlt1n2fcMY,,,,wSmkjL7dt1n2fcMY,,188D-ZHPH,,1499080139575,
USD,edit_subscription,5,SmkjL7dlt1n2fcMY,,,,wSmkjL7dt1n2fcMY,,HU1B-WLOE,,1499080163751,
USD,card_auth,13.4,Akak4ncP1jX8eRGD,,Akak4ncP1jX8eRGD,wJmlDNrLVBRashVy,,SQ *JAVA Cle    NYUS,FKL7-NVP3,V.13,1499080544550,
USD,card_pending,13.4,Akak4ncP1jX8eRGD,,Akak4ncP1jX8eRGD,wJmlDNrLVBRashVy,,SQ *JCAFFE,FKL7-NVP3,V.13,1499080548211,
USD,create_wallet,0,lhV5oAFT2INgqZlM,,lhV5oAFT2INgqZlM,wlhV5oAF2INgqZlM,wlhV5oAF2INgqZlM,,AYL5-GKA6,,1499080871924,
USD,pay_from_bank,0,pb1vsZ1TKoXluIYM,Ol56R0sqQy1mkGnd,pb1vsZ1TKoXluIYM,wpb1vsZ1KoXluIYM,wOl56R0sQy1mkGnd,Junt,ZTHH-SPR6,c635d135-4cfdff3c0,1499081077883,
USD,init_deposit,0,pb1vsZ1TKoXluIYM,,pb1vsZ1TKoXluIYM,,wpb1vsZ1KoXluIYM,,ZTHH-SPR6,c635d135-4cfdff3c0,1499081077884,
USD,cancel,0,1qpC5OAnS2gvMrsr,cDaAvtejgC5VLKau,1qpC5OAnS2gvMrsr,wtZqFIoLIEnoToAP,wtZqFIoLIEnoToAP,,5U5E-ZY8H,,1499081663928,
USD,cancel,0,1qpC5OAnS2gvMrsr,cDaAvtejgC5VLKau,1qpC5OAnS2gvMrsr,wtZqFIoLIEnoToAP,wtZqFIoLIEnoToAP,,TIOX-1IEZ,,1499081667494,
USD,cancel,0,1qpC5OAnS2gvMrsr,cDaAvtejgC5VLKau,1qpC5OAnS2gvMrsr,wtZqFIoLIEnoToAP,wtZqFIoLIEnoToAP,,QIUQ-IDXH,,1499081679049,
USD,cancel,0,1qpC5OAnS2gvMrsr,os1wcUEFXzrV3eHU,1qpC5OAnS2gvMrsr,waB66oSQhGV5JDJT,waB66oSQhGV5JDJT,,NUPD-NPW2,,1499081704517,
USD,cancel,0,1qpC5OAnS2gvMrsr,os1wcUEFXzrV3eHU,1qpC5OAnS2gvMrsr,waB66oSQhGV5JDJT,waB66oSQhGV5JDJT,,A8VK-IHBU,,1499081710263,
USD,pay_from_bank,20,KkNQTW7cuzPg1x7f,3h2L8EQbLM7T5lJv,KkNQTW7cuzPg1x7f,wKkNQTW7uzPg1x7f,wMh5pflenlWMTEJ3,Ln,U6BS-NQ5O,ead7a0b7-4cfdff3c0,1499082593509,
USD,init_deposit,20,KkNQTW7cuzPg1x7f,,KkNQTW7cuzPg1x7f,,wKkNQTW7uzPg1x7f,,U6BS-NQ5O,ead7a0b7-4cfdff3c0,1499082593510,
USD,cancel,0,3h2L8EQbLM7T5lJv,KkNQTW7cuzPg1x7f,KkNQTW7cuzPg1x7f,wMh5pflenlWMTEJ3,wKkNQTW7uzPg1x7f,,SWJ6-3X4P,,1499082596333,
USD,pay,5,KkNQTW7cuzPg1x7f,3h2L8EQbLM7T5lJv,KkNQTW7cuzPg1x7f,wKkNQTW7uzPg1x7f,wMh5pflenlWMTEJ3,Dier,HYHS-JJNN,,1499082623629,
USD,cancel,0,3h2L8EQbLM7T5lJv,KkNQTW7cuzPg1x7f,KkNQTW7cuzPg1x7f,wMh5pflenlWMTEJ3,wKkNQTW7uzPg1x7f,,DO8R-CTKX,,1499082624049,
USD,create_chore,5,uus4VlKrwGqthzgM,uE3s9xGM28WBz5Ir,uus4VlKrwGqthzgM,w946tWeirWMcrELy,w946tWeirWMcrELy,,KZJH-DBOG,,1499082893369,
USD,create_chore,1,uus4VlKrwGqthzgM,uE3s9xGM28WBz5Ir,uus4VlKrwGqthzgM,w946tWeirWMcrELy,w946tWeirWMcrELy,,XTSQ-4WGP,,1499082912706,
USD,create_chore,5,uus4VlKrwGqthzgM,uE3s9xGM28WBz5Ir,uus4VlKrwGqthzgM,w946tWeirWMcrELy,w946tWeirWMcrELy,,M9G7-GR5N,,1499082931229,
USD,card_settle,93.12,oS5pwx1JhMIZLnmB,,oS5pwx1JhMIZLnmB,wlCy6seEC2ORfv7T,,SMAS1484,9IXN-OE5E,fec5f392-4cfdff3c0,1499083811866,
USD,card_settle,1.82,MmRi1YIdsdXAHOaO,,MmRi1YIdsdXAHOaO,w73cgnPfHO9bqjgG,,TARGETS Ells,NDC5-JEC7,05c6f392-4cfdff3c0,1499083816383,
USD,card_settle,46.11,KmvFUZHsx30v0UqD,,KmvFUZHsx30v0UqD,wj18K8CKSd7o42a5,,TransaahrGAA,9RB8-G678,eec1a099-4cfdff3c0,1499083822372,
USD,card_settle,15,tQHl5Jmqqjr9gEdf,,tQHl5Jmqqjr9gEdf,wL9aA3MOIXMMEq3x,,7-EN,4FBP-3KR4,f0c1a099-4cfdff3c0,1499083824339,
USD,card_settle,32.4,7FidgbB6kBdvXLaN,,7FidgbB6kBdvXLaN,w8skdDnao3lqokt9,,7-EN,SZ6C-96OE,f1c1a099-4cfdff3c0,1499083827065,
USD,card_settle,8.22,nfFiRmhakMoHgFU3,,nfFiRmhakMoHgFU3,wfJkWnc7Wesqtcv6,,0135R 21,TVHR-G7AG,f2c1a099-4cfdff3c0,1499083828583,
USD,card_settle,31.23,h9nUNPB0yCAhc9bW,,h9nUNPB0yCAhc9bW,wSNUmPGN4uKELHZU,,SUNSA7 33V,1WMT-GHYO,f3c1a099-4cfdff3c0,1499083830144,
USD,card_settle,21.16,7hfMhgYfRmMfhbUp,,7hfMhgYfRmMfhbUp,wL41GmZlMKUYvgDR,,MICHAEINC271,9HYZ-4DF6,f5c1a099-4cfdff3c0,1499083831584,
USD,card_settle,54.18,YyFO1MjdItGMeogw,,YyFO1MjdItGMeogw,wRsl6Zg75Vd4vPXP,,0487R 21,1IMV-DVCY,c493e89f-4cfdff3c0,1499083833087,
USD,card_settle,51.17,Q47pxvy9RR1eXu0o,,Q47pxvy9RR1eXu0o,waEIfrA2bqsMHQq1,,TARGET Macar,LL4Z-5FHB,c593e89f-4cfdff3c0,1499083834874,
USD,card_settle,52,OCbI4ss7qxGdHDo0,,OCbI4ss7qxGdHDo0,wS3qO3vyFiyskvIy,,SERENE SPA,HUFA-B4TL,c693e89f-4cfdff3c0,1499083836063,
USD,card_settle,47.2,0qEx1nIdsFI7Y5Jf,,0qEx1nIdsFI7Y5Jf,wObM4uGYkffFl94L,,MICHAEINC168,KN89-CPBK,c793e89f-4cfdff3c0,1499083837631,
USD,card_settle,91.1,yhi5LpBGYbLyQVoL,,yhi5LpBGYbLyQVoL,wmkhzcgtaJxVBTCW,,TARGETVentur,MYOO-5WNN,c893e89f-4cfdff3c0,1499083839128,
USD,card_settle,81.5,MiPjAoyURuijBZwV,,MiPjAoyURuijBZwV,wMSDE1uDY1caJqsd,,TARGET Macar,WJAT-Z15I,c993e89f-4cfdff3c0,1499083840661,
USD,transfer,79,7hfMhgYfRmMfhbUp,,7hfMhgYfRmMfhbUp,wL41GmZlMKUYvgDR,woR3q5DRaskSCXoC,roup,9HYZ-4DF6,,1499083843159,
USD,card_settle,55.15,8olsW6WX4hTuuyhh,,8olsW6WX4hTuuyhh,wpI4vdG9pUO7QMmg,,TARGETMarbur,A1DZ-1F6X,ca93e89f-4cfdff3c0,1499083842100,
USD,card_settle,91.1,AtfnpsUdSPZNRnlj,,AtfnpsUdSPZNRnlj,wF5DOqDeAWO6FoqV,,TARGETVentur,YNZS-O52Z,3f0600a6-4cfdff3c0,1499083843613,
USD,transfer,45.1,8olsW6WX4hTuuyhh,,8olsW6WX4hTuuyhh,wpI4vdG9pUO7QMmg,wUpgdQ0CSkNfDCYL,roup,A1DZ-1F6X,,1499083848659,
USD,create_wallet,0,RVo4yB65MEJCHWVn,,RVo4yB65MEJCHWVn,wRVo4yB6MEJCHWVn,wRVo4yB6MEJCHWVn,,179I-XMPX,,1499083904442,
USD,cancel,0,JPkBr8CilH5TWOk4,qtDIR0oMVthbfkL3,JPkBr8CilH5TWOk4,wnIfM9NrZiw8IQOP,wnIfM9NrZiw8IQOP,,K9O5-MDIF,,1499083932421,
USD,transfer,5,3h2L8EQbLM7T5lJv,,3h2L8EQbLM7T5lJv,wMh5pflenlWMTEJ3,wKztNGPYvXk07Ftf,,YCBC-EUNR,,1499084157552,
USD,create_wallet,0,SBRCg1yuhYFHNwDQ,,SBRCg1yuhYFHNwDQ,wSBRCg1yhYFHNwDQ,wSBRCg1yhYFHNwDQ,,LQN8-9ENQ,,1499084232900,
USD,card_auth,95.4,YdFYz8UnAHx5xceC,,YdFYz8UnAHx5xceC,wJtnRttMak9E6qIc,,ROBLOX.COM2569  CAUS,KA3L-T3LI,V.14,1499084286274,
USD,card_pending,95.4,YdFYz8UnAHx5xceC,,YdFYz8UnAHx5xceC,wJtnRttMak9E6qIc,,ROBLOX58-256,KA3L-T3LI,V.14,1499084291492,
USD,transfer,3,tdV69alVifSPJVnL,,tdV69alVifSPJVnL,wtdV69alifSPJVnL,wqLKUuBHK7nbXSvs,,9T7U-EKWE,,1499084333970,
USD,card_auth,95.4,VHOILYcavWe7V1Qw,,VHOILYcavWe7V1Qw,wqLKUuBHK7nbXSvs,,ROBLOX.COM2569  CAUS,BEEY-S326,V.29,1499084444358,
USD,card_pending,95.4,VHOILYcavWe7V1Qw,,VHOILYcavWe7V1Qw,wqLKUuBHK7nbXSvs,,ROBLOX58-256,BEEY-S326,V.29,1499084447525,
USD,init_deposit,5,lkLwSb1KbgpYL2ER,,lkLwSb1KbgpYL2ER,,wpRR6OUbVUpWChtl,�ty,D1GP-MC5X,35ad0b47-4cfdff3c0,1499084972387,
USD,card_auth,0,pzOf366gNAaPdf4w,,pzOf366gNAaPdf4w,wjKck6mpjGukngB4,,STARBUCKS -7282 WAUS,IMAO-T5Q2,V.15,1499085451765,
USD,create_wallet,0,CBMLIgn8s2O3U11j,,CBMLIgn8s2O3U11j,wCBMLIgns2O3U11j,wCBMLIgns2O3U11j,,ID9O-5E5G,,1499085456180,
USD,override_muid,0,MW4QPw06HOaFS4GK,,MW4QPw06HOaFS4GK,wpepWlxlAeOfJh2h,,,B5IQ-3T4J,mvf7VJpsBf2qcxM6,1499085461964,
USD,create_wallet,0,XuL72ZK5mg7hWRXd,,XuL72ZK5mg7hWRXd,wXuL72ZKmg7hWRXd,wXuL72ZKmg7hWRXd,,N1BG-32HV,,1499085606657,
