sym,action,amt,cuid0,cuid1,actor,source,destination,note,tuid,external_id,timestamp,ref_tuid
USD,create_chore,1,ct6NL5uI1nbbdeob,eWnjFVXnXVnYqlEA,ct6NL5uI1nbbdeob,wSxCPgZ9MmeZT4Dh,wSxCPgZ9MmeZT4Dh,Pick a room a the pictures,ZLZQ-CTR6,,1498900738463,M4L6-WK5B
USD,create_chore,5,MW4QPw06HOaFS4GK,gmYPhSqp5Gm3MWwh,MW4QPw06HOaFS4GK,wpepWlxlAeOfJh2h,wpepWlxlAeOfJh2h,,1HAV-MA7S,,1498900740047,OPG9-OK5N
USD,create_chore,2,xhlvmSNXoeWyQzKv,BKD0GHBkDV7dhgTd,xhlvmSNXoeWyQzKv,wKX21EcRiHc69Djq,wKX21EcRiHc69Djq,Twiay.,TP5U-JWTF,,1498900741270,NTXB-8TM9
USD,create_chore,25,xhlvmSNXoeWyQzKv,BKD0GHBkDV7dhgTd,xhlvmSNXoeWyQzKv,wKX21EcRiHc69Djq,wKX21EcRiHc69Djq,Eveght,QOBN-KF5C,,1498900741459,UJ3N-ZLRT
USD,create_chore,25,xhlvmSNXoeWyQzKv,fTw6evRGwnpVBGL5,xhlvmSNXoeWyQzKv,wapJmurOKkakc6Oc,wapJmurOKkakc6Oc,Eveht.,JMAT-Z3HO,,1498900742963,486A-BT5A
USD,pending_request,0,tbNdDATaqMkskdt2,jimmynaook.com,tbNdDATaqMkskdt2,wtbNdDATqMkskdt2,,,KRIM-83BP,,1498900743455,
USD,create_chore,5,upsxLGZDvivdderq,NXPL1aRhunOHhGCr,upsxLGZDvivdderq,w5YrMfV48pnkH3GU,w5YrMfV48pnkH3GU,,E5OY-526P,,1498900744923,
USD,create_chore,5,upsxLGZDvivdderq,NXPL1aRhunOHhGCr,upsxLGZDvivdderq,w5YrMfV48pnkH3GU,w5YrMfV48pnkH3GU,,4C1E-QDH9,,1498900746141,
USD,create_chore,1,upsxLGZDvivdderq,NXPL1aRhunOHhGCr,upsxLGZDvivdderq,w5YrMfV48pnkH3GU,w5YrMfV48pnkH3GU,,7NZ3-MAA4,,1498900746468,
USD,create_chore,5,upsxLGZDvivdderq,NXPL1aRhunOHhGCr,upsxLGZDvivdderq,w5YrMfV48pnkH3GU,w5YrMfV48pnkH3GU,put rin washer,BS7G-QECG,,1498900746634,
USD,create_chore,2,HIw61MbEz6LKfHrD,JftaeJAsJEMT3dzh,HIw61MbEz6LKfHrD,wGExL4kFakxHRll2,wGExL4kFakxHRll2,10-tes,YYJQ-48ZK,,1498900746820,MS74-QCSE
USD,create_chore,1,HIw61MbEz6LKfHrD,JftaeJAsJEMT3dzh,HIw61MbEz6LKfHrD,wGExL4kFakxHRll2,wGExL4kFakxHRll2,Pick un yard,JL3P-M38L,,1498900747202,6Y6E-TFEG
USD,create_chore,1,iQcdMpJOJlSGddg1,0qEx1nIdsFI7Y5Jf,iQcdMpJOJlSGddg1,wObM4uGYkffFl94L,wObM4uGYkffFl94L,,5E1X-RXI4,,1498900748419,
USD,create_chore,25,qtKK3cLlksVjMCQ6,x7GNbnS9k1OuXdJH,qtKK3cLlksVjMCQ6,wncOHXuFcELv7rmN,wncOHXuFcELv7rmN,,9MTU-XL11,,1498900748598,I3CM-9UJI
USD,create_chore,25,qtKK3cLlksVjMCQ6,x7GNbnS9k1OuXdJH,qtKK3cLlksVjMCQ6,wncOHXuFcELv7rmN,wncOHXuFcELv7rmN,,W9KW-IYCZ,,1498900748956,441V-V569
USD,create_chore,25,qtKK3cLlksVjMCQ6,x7GNbnS9k1OuXdJH,qtKK3cLlksVjMCQ6,wncOHXuFcELv7rmN,wncOHXuFcELv7rmN,,UIJ8-UG3N,,1498900749130,1GLC-8U84
USD,create_chore,25,qtKK3cLlksVjMCQ6,x7GNbnS9k1OuXdJH,qtKK3cLlksVjMCQ6,wncOHXuFcELv7rmN,wncOHXuFcELv7rmN,,VFAO-RJ9T,,1498900749368,46EP-BS4U
USD,create_chore,25,qtKK3cLlksVjMCQ6,x7GNbnS9k1OuXdJH,qtKK3cLlksVjMCQ6,wncOHXuFcELv7rmN,wncOHXuFcELv7rmN,,CXB5-MR5G,,1498900749539,496J-E4S3
USD,create_chore,5,1qpC5OAnS2gvMrsr,os1wcUEFXzrV3eHU,1qpC5OAnS2gvMrsr,waB66oSQhGV5JDJT,waB66oSQhGV5JDJT,,WS4O-I3PG,,1498900749698,A8VK-IHBU
USD,create_chore,5,1qpC5OAnS2gvMrsr,cDaAvtejgC5VLKau,1qpC5OAnS2gvMrsr,wtZqFIoLIEnoToAP,wtZqFIoLIEnoToAP,,1KXI-DB1M,,1498900751015,
USD,create_chore,3,bf1OBnFbNjQOZLfC,QhbF5mr5CIT2pjCE,bf1OBnFbNjQOZLfC,wAZGejEaSdRRX5nL,wAZGejEaSdRRX5nL,,5J7M-C2ZA,,1498900752464,
USD,create_chore,1,iLoqphWywAkX4pm5,lFofBXkuS12rY1eo,iLoqphWywAkX4pm5,w1fw1mgFnKIedIIf,w1fw1mgFnKIedIIf,,IMSP-VYF8,,1498900752840,
USD,create_chore,5,1jvPuwuW1NncJkcz,DiHnwKdVLFrkGIvv,1jvPuwuW1NncJkcz,wsxhrab5YfnQNM9S,wsxhrab5YfnQNM9S,,D4DT-8B7T,,1498900754064,NLDE-4LB5
USD,create_chore,1,HIw61MbEz6LKfHrD,VCPz7bIr1oL7CJDO,HIw61MbEz6LKfHrD,wGq4cCiNBAeusn4h,wGq4cCiNBAeusn4h,Pick  yard,AI7M-JXNY,,1498900754247,ET4C-QYQK
USD,create_chore,25,MW4QPw06HOaFS4GK,gmYPhSqp5Gm3MWwh,MW4QPw06HOaFS4GK,wpepWlxlAeOfJh2h,wpepWlxlAeOfJh2h,,2E33-VMO7,,1498900754413,KYO7-8R7X
USD,recurring_create_chore,5,zGq0tcBhb2ZJsfYT,mfjAVDIzk20nIJe4,,wMxoy9Ex0HLcr1HE,wMxoy9Ex0HLcr1HE,,HV8M-G1R8,,1498900755872,
USD,create_chore,5,zGq0tcBhb2ZJsfYT,mfjAVDIzk20nIJe4,zGq0tcBhb2ZJsfYT,wMxoy9Ex0HLcr1HE,wMxoy9Ex0HLcr1HE,,98Y7-K1A9,,1498900755891,HV8M-G1R8
USD,create_chore,4,ZwxE6zjJg4Vd8Mf6,W1KwBIorAOw4PiVR,ZwxE6zjJg4Vd8Mf6,wRakZ6ZcaPELjslw,wRakZ6ZcaPELjslw,Log 5-8 hours on ALr two hours logged.,LM5O-VTXM,,1498900757135,IA6D-1U6Z
USD,create_chore,4,ZwxE6zjJg4Vd8Mf6,IEHXmocOv0yXXqKO,ZwxE6zjJg4Vd8Mf6,wQoGQLaZgb7BMJot,wQoGQLaZgb7BMJot,Log 5-8 hours per week in hours logged up to $4.00,WPKV-SZJS,,1498900757309,AGM1-2Z3S
USD,create_chore,1,ypwgG9rWO4onH6cC,xpFj8u5CwrbvHcJs,ypwgG9rWO4onH6cC,wQp5O47wGiCnzlQS,wQp5O47wGiCnzlQS,Kitchenweeping,9HGO-EOV5,,1498900757663,KLXJ-AR7M
USD,create_chore,5,ypwgG9rWO4onH6cC,xpFj8u5CwrbvHcJs,ypwgG9rWO4onH6cC,wQp5O47wGiCnzlQS,wQp5O47wGiCnzlQS,,1XHL-M779,,1498900758112,J2UN-9VEO
USD,init_deposit,2,2BBt4VVcIRUg1zLF,,2BBt4VVcIRUg1zLF,,wBaUtU63p5FGxZl6,Alce,5O11-ZG7L,6f57725c-4cfdff3c0,1498900758389,P1GK-KBM1
USD,create_chore,5,8BTS1nzoyLyaAX1K,OBefyuNM48BvCgaL,8BTS1nzoyLyaAX1K,wpYhAteZijCYGAP6,wpYhAteZijCYGAP6,,7O6Q-3SU4,,1498900760919,
USD,create_chore,2,CMuPL61u0T6hdXTK,lInGP6grCwrb9o78,CMuPL61u0T6hdXTK,wn57XOr48EU8axay,wn57XOr48EU8axay,,PPBJ-O9T2,,1498900762672,9WVZ-U77R
USD,recurring_create_chore,3,IKgzFguRcjTrYdZD,02rohTz0FVZIMwmA,,wq8tLNHJgcf2pPU9,wq8tLNHJgcf2pPU9,,TOFH-ZXKL,,1498900763397,SZQA-ZHPS
USD,create_chore,3,IKgzFguRcjTrYdZD,02rohTz0FVZIMwmA,IKgzFguRcjTrYdZD,wq8tLNHJgcf2pPU9,wq8tLNHJgcf2pPU9,,MY3B-EZFB,,1498900763415,TOFH-ZXKL
USD,recurring_create_chore,3,IKgzFguRcjTrYdZD,02rohTz0FVZIMwmA,,wq8tLNHJgcf2pPU9,wq8tLNHJgcf2pPU9,,FPVW-I3UQ,,1498900763662,TX9L-G3WV
USD,create_chore,3,IKgzFguRcjTrYdZD,02rohTz0FVZIMwmA,IKgzFguRcjTrYdZD,wq8tLNHJgcf2pPU9,wq8tLNHJgcf2pPU9,,4MLB-9Q34,,1498900763687,FPVW-I3UQ
USD,recurring_create_chore,3,IKgzFguRcjTrYdZD,02rohTz0FVZIMwmA,,wq8tLNHJgcf2pPU9,wq8tLNHJgcf2pPU9,,Q8Q6-2P12,,1498900763916,O1UI-5W9W
USD,create_chore,3,IKgzFguRcjTrYdZD,02rohTz0FVZIMwmA,IKgzFguRcjTrYdZD,wq8tLNHJgcf2pPU9,wq8tLNHJgcf2pPU9,,LMMC-WD55,,1498900763932,Q8Q6-2P12
USD,recurring_deposit,30,qlDTVTYfB1w3nhwL,,qlDTVTYfB1w3nhwL,,wqlDTVTYB1w3nhwL,,LM88-13ZO,,1498900835560,
USD,init_deposit,30,qlDTVTYfB1w3nhwL,,qlDTVTYfB1w3nhwL,,wqlDTVTYB1w3nhwL,,HJDT-7ZHQ,9cf6f98a-4cfdff3c0,1498900835574,LM88-13ZO
USD,complete,0,w3F36iBonJ1JehCi,,w3F36iBonJ1JehCi,wyEmxTrqcG3VNG2h,wyEmxTrqcG3VNG2h,,U2VD-QKW8,,1498901930123,
USD,recurring_deposit,10,UMXXzgn7plfgdnam,,UMXXzgn7plfgdnam,,wMTuin9D9iAnDoSS,Alce,INLU-D4SO,,1498902162797,
USD,init_deposit,10,UMXXzgn7plfgdnam,,UMXXzgn7plfgdnam,,wMTuin9D9iAnDoSS,Alce,NK1J-DWJ1,dff45aa0-4cfdff3c0,1498902162813,INLU-D4SO
USD,cancel,0,UMXXzgn7plfgdnam,0XKX3Q3dCgy4fGBH,UMXXzgn7plfgdnam,wMTuin9D9iAnDoSS,wMTuin9D9iAnDoSS,,7S9O-UT1X,,1498902176863,
USD,cancel,0,UMXXzgn7plfgdnam,0XKX3Q3dCgy4fGBH,UMXXzgn7plfgdnam,wMTuin9D9iAnDoSS,wMTuin9D9iAnDoSS,,LL3M-F15Z,,1498902178999,
USD,cancel,0,UMXXzgn7plfgdnam,0XKX3Q3dCgy4fGBH,UMXXzgn7plfgdnam,wMTuin9D9iAnDoSS,wMTuin9D9iAnDoSS,,71ZO-7O64,,1498902184197,
USD,cancel,0,UMXXzgn7plfgdnam,0XKX3Q3dCgy4fGBH,UMXXzgn7plfgdnam,wMTuin9D9iAnDoSS,wMTuin9D9iAnDoSS,,3361-YHVI,,1498902185080,
USD,card_auth,5,91g6REPuzFOhWGfA,,91g6REPuzFOhWGfA,wtT1bFflrMRHBXjb,,VISIT PATRNCISCOCAUS,7GZW-OT76,V.03,1498902215880,
USD,card_pending,5,91g6REPuzFOhWGfA,,91g6REPuzFOhWGfA,wtT1bFflrMRHBXjb,,VISIT M INFO,7GZW-OT76,V.03,1498902222304,
USD,transfer,2,oA4cN7KPLsHtsCt0,,oA4cN7KPLsHtsCt0,woA4cN7KLsHtsCt0,wkbhV06EiSYdJNS0,Daires,8IZY-N7UI,,1498902622107,
USD,init_withdraw,0,vbHtsDJMJ2AgaGXI,,vbHtsDJMJ2AgaGXI,wvbHtsDJJ2AgaGXI,,,HMWI-2FO4,8a7e2aa9-4cfdff3c0,1498905184059,
USD,init_deposit,30,LSbiuPtGhAZxKbsG,,LSbiuPtGhAZxKbsG,,wLSbiuPthAZxKbsG,Ee,TRNY-NLBY,c31e202c-4cfdff3c0,1498906259292,
USD,create_wallet,0,B0aPpzUk5YHXM7yt,,B0aPpzUk5YHXM7yt,wB0aPpzU5YHXM7yt,wB0aPpzU5YHXM7yt,,R8Z1-NV2J,,1498906333078,
USD,init_deposit,10,HNPvfNZEINiWmN8y,,HNPvfNZEINiWmN8y,,wCUF86SF6UDZRx9b,Balcn-up,33TB-11WC,d9c96e8f-4cfdff3c0,1498906435265,
USD,cancel,0,49KnXVn9Cc6alB57,1utRhfn9CjzJ4shI,49KnXVn9Cc6alB57,wFXCgh2wJYSP26Fz,wFXCgh2wJYSP26Fz,,TTJ7-Z3TX,,1498906578750,
USD,cancel,0,49KnXVn9Cc6alB57,1utRhfn9CjzJ4shI,49KnXVn9Cc6alB57,wFXCgh2wJYSP26Fz,wFXCgh2wJYSP26Fz,,UMXV-NP2M,,1498906587332,
USD,transfer,25,LSbiuPtGhAZxKbsG,,LSbiuPtGhAZxKbsG,wAVsH0ctXZlc7xbX,wfkDIclguZRnR1tY,,1A4E-IN5K,,1498906662461,
USD,card_auth,2,4scwj7Vi3fnN3gIq,,4scwj7Vi3fnN3gIq,wdLC7LD7EcbigSHC,,VISIT PATRNCISCOCAUS,GX2F-UMEO,V.97,1498906828276,
USD,card_declined,0,4scwj7Vi3fnN3gIq,,4scwj7Vi3fnN3gIq,wdLC7LD7EcbigSHC,,,GX2F-UMEO,V.97,1498906833798,
USD,create_wallet,0,HQdOE8r1jU0oKdtB,,HQdOE8r1jU0oKdtB,wHQdOE8rjU0oKdtB,wHQdOE8rjU0oKdtB,,KS1V-7OHF,,1498907116533,
USD,transfer,89,3FTVAtVi9GusiSwf,,3FTVAtVi9GusiSwf,wDmepCOV4Slkd54f,w07iWXobahoTMBWn,,KH1Z-HGDT,,1498907651935,
USD,transfer,40,xZnhOsTjybCuTsbo,,xZnhOsTjybCuTsbo,wnvhQhn8htk8Itkm,wQuPhrzpgJZ56IyI,,52VK-E4U4,,1498908010192,
USD,cancel,0,HeKNJElHSIv7Rs1J,evRXTtBDaRRueao5,HeKNJElHSIv7Rs1J,w7vox9lhRXEIawMq,w7vox9lhRXEIawMq,,LNEH-WJE6,,1498908086157,
USD,cancel,0,HeKNJElHSIv7Rs1J,,HeKNJElHSIv7Rs1J,,w7vox9lhRXEIawMq,,FQVZ-YBQI,,1498908123776,
USD,card_auth,5,h61qdTLCMc6NGPFm,,h61qdTLCMc6NGPFm,wlP2rKI89UUPnYjo,,PLAYSTATIO-7669 CAUS,MLBN-MHGV,V.04,1498908147310,
USD,card_declined,0,h61qdTLCMc6NGPFm,,h61qdTLCMc6NGPFm,wlP2rKI89UUPnYjo,,,MLBN-MHGV,V.04,1498908151147,
USD,recurring_deposit,5,HeKNJElHSIv7Rs1J,,HeKNJElHSIv7Rs1J,,w7vox9lhRXEIawMq,Alce,2N2O-4C9V,,1498908169523,
USD,init_deposit,5,HeKNJElHSIv7Rs1J,,HeKNJElHSIv7Rs1J,,w7vox9lhRXEIawMq,Alce,PHQ6-QUMP,e037559b-4cfdff3c0,1498908169540,2N2O-4C9V
USD,cancel,0,HeKNJElHSIv7Rs1J,,HeKNJElHSIv7Rs1J,,w7vox9lhRXEIawMq,,SNX7-UCAH,,1498908193358,
USD,fail_deposit,5,HeKNJElHSIv7Rs1J,,,,w7vox9lhRXEIawMq,,SNX7-UCAH,53fb7918-4cfdff3c0,1498908199663,
USD,init_deposit,5,HeKNJElHSIv7Rs1J,,HeKNJElHSIv7Rs1J,,w7vox9lhRXEIawMq,Cleaning 6-26-17,G924-QHAD,6332fbd0-4cfdff3c0,1498908256112,
USD,cancel,0,HeKNJElHSIv7Rs1J,evRXTtBDaRRueao5,HeKNJElHSIv7Rs1J,w7vox9lhRXEIawMq,w7vox9lhRXEIawMq,,5WAP-GJX2,,1498908259220,
USD,init_deposit,2,HeKNJElHSIv7Rs1J,,HeKNJElHSIv7Rs1J,,w7vox9lhRXEIawMq,Foldingwashing,FMKC-VIIC,d7f276f5-4cfdff3c0,1498908323347,
USD,cancel,0,HeKNJElHSIv7Rs1J,evRXTtBDaRRueao5,HeKNJElHSIv7Rs1J,w7vox9lhRXEIawMq,w7vox9lhRXEIawMq,,X16O-OV1N,,1498908325185,
USD,card_auth,18.2,3RE7ewZAJ1u8l9K1,,3RE7ewZAJ1u8l9K1,wIe9ecgHoTzpaTyk,,HAL SMITH       ALUS,CYRX-F3XW,V.05,1498908420208,
USD,card_pending,18.2,3RE7ewZAJ1u8l9K1,,3RE7ewZAJ1u8l9K1,wIe9ecgHoTzpaTyk,,HAL TORE,CYRX-F3XW,V.05,1498908427195,
USD,recurring_create_chore,5,HeKNJElHSIv7Rs1J,evRXTtBDaRRueao5,,w7vox9lhRXEIawMq,w7vox9lhRXEIawMq,washes,L8F6-8A1E,,1498908460813,
USD,create_chore,5,HeKNJElHSIv7Rs1J,evRXTtBDaRRueao5,HeKNJElHSIv7Rs1J,w7vox9lhRXEIawMq,w7vox9lhRXEIawMq,washes,Z33Y-EQFY,,1498908460832,L8F6-8A1E
USD,cancel,0,HeKNJElHSIv7Rs1J,evRXTtBDaRRueao5,HeKNJElHSIv7Rs1J,w7vox9lhRXEIawMq,w7vox9lhRXEIawMq,,E87C-YV1O,,1498908490247,
USD,cancel,0,HeKNJElHSIv7Rs1J,evRXTtBDaRRueao5,HeKNJElHSIv7Rs1J,w7vox9lhRXEIawMq,w7vox9lhRXEIawMq,,Z33Y-EQFY,,1498908491620,
USD,create_chore,5,HeKNJElHSIv7Rs1J,evRXTtBDaRRueao5,HeKNJElHSIv7Rs1J,w7vox9lhRXEIawMq,w7vox9lhRXEIawMq,washes,5G99-V29J,,1498908543901,
USD,create_chore,2,HeKNJElHSIv7Rs1J,evRXTtBDaRRueao5,HeKNJElHSIv7Rs1J,w7vox9lhRXEIawMq,w7vox9lhRXEIawMq,,ENES-FJ1D,,1498908586876,
USD,recurring_create_chore,3,HeKNJElHSIv7Rs1J,evRXTtBDaRRueao5,,w7vox9lhRXEIawMq,w7vox9lhRXEIawMq,,BCYU-II93,,1498908620738,
USD,create_chore,3,HeKNJElHSIv7Rs1J,evRXTtBDaRRueao5,HeKNJElHSIv7Rs1J,w7vox9lhRXEIawMq,w7vox9lhRXEIawMq,,ZXPF-5Y33,,1498908620757,BCYU-II93
USD,create_wallet,0,aKWUHAcs1NrnrgKv,,aKWUHAcs1NrnrgKv,waKWUHAc1NrnrgKv,waKWUHAc1NrnrgKv,,H7QK-CZBC,,1498909206361,
USD,transfer,45,wKmuNfAauqFatFxd,,wKmuNfAauqFatFxd,wwKmuNfAuqFatFxd,w1SsC3BGxTKMTxpK,Initosit,OB7M-9UYJ,,1498909565969,
USD,recurring_request,0,YR7ENqmwFdL22DJ3,AyzZ1R5jwOFh4xXS,YR7ENqmwFdL22DJ3,wYR7ENqmFdL22DJ3,wAyzZ1R5wOFh4xXS,134 rent,QS4O-CIVO,,1498909590375,
USD,request,0,YR7ENqmwFdL22DJ3,AyzZ1R5jwOFh4xXS,YR7ENqmwFdL22DJ3,wYR7ENqmFdL22DJ3,wAyzZ1R5wOFh4xXS,134 rent,K1RJ-SEFR,,1498909590454,QS4O-CIVO
USD,transfer,45,wKmuNfAauqFatFxd,,wKmuNfAauqFatFxd,wwKmuNfAuqFatFxd,w5CUiWZzfEUwCFGR,Initosit,VLA3-5NWI,,1498909609295,
USD,request,0,YR7ENqmwFdL22DJ3,AyzZ1R5jwOFh4xXS,YR7ENqmwFdL22DJ3,wYR7ENqmFdL22DJ3,wAyzZ1R5wOFh4xXS,Pet Depouthill,8CND-HZIV,,1498909622116,
USD,card_auth,6,tlgsTgRsVIyIgg2n,,tlgsTgRsVIyIgg2n,w9rhEjwSUkWsAwoH,,Wash Me Aulle   SCUS,V54A-ZU9F,V.06,1498909811403,
USD,card_pending,6,tlgsTgRsVIyIgg2n,,tlgsTgRsVIyIgg2n,w9rhEjwSUkWsAwoH,,Wash M Butle,V54A-ZU9F,V.06,1498909814566,
USD,card_auth,0,LrySG4y86qvL4eKC,,LrySG4y86qvL4eKC,wCunYGen3f0cpVcf,,APL* ITUNE-7753 CAUS,FQKE-PKHP,V.98,1498909927687,
USD,create_chore,5,uus4VlKrwGqthzgM,uE3s9xGM28WBz5Ir,uus4VlKrwGqthzgM,w946tWeirWMcrELy,w946tWeirWMcrELy,,GJGA-XMM2,,1498910178657,
USD,create_chore,1,uus4VlKrwGqthzgM,uE3s9xGM28WBz5Ir,uus4VlKrwGqthzgM,w946tWeirWMcrELy,w946tWeirWMcrELy,,EVLL-BZGL,,1498910199491,
USD,create_chore,5,uus4VlKrwGqthzgM,uE3s9xGM28WBz5Ir,uus4VlKrwGqthzgM,w946tWeirWMcrELy,w946tWeirWMcrELy,,V2N5-OZHP,,1498910217972,
USD,transfer,1,upsxLGZDvivdderq,,upsxLGZDvivdderq,wupsxLGZvivdderq,w5YrMfV48pnkH3GU,Clearoom,YLFO-2R4O,,1498910258012,
USD,transfer,5,upsxLGZDvivdderq,,upsxLGZDvivdderq,wupsxLGZvivdderq,w5YrMfV48pnkH3GU,Eveni Feed,IYI3-FYEE,,1498910278472,
USD,transfer,5,upsxLGZDvivdderq,,upsxLGZDvivdderq,wupsxLGZvivdderq,w5YrMfV48pnkH3GU,EvenFeed,4ZDI-37BY,,1498910308158,
USD,transfer,5,upsxLGZDvivdderq,,upsxLGZDvivdderq,wupsxLGZvivdderq,w5YrMfV48pnkH3GU,Put shes,5SRV-324H,,1498910326862,
USD,transfer,5,upsxLGZDvivdderq,,upsxLGZDvivdderq,wupsxLGZvivdderq,w5YrMfV48pnkH3GU,Eveni Feed,7197-8O1Z,,1498910347415,
USD,card_auth,57.38,ynHfmwMhPAsujuGX,,ynHfmwMhPAsujuGX,wxHrYiwSbKt7WkkK,,APL* ITUNE-7753 CAUS,PYB7-HJD2,V.99,1498910854126,
USD,card_pending,57.38,ynHfmwMhPAsujuGX,,ynHfmwMhPAsujuGX,wxHrYiwSbKt7WkkK,,APL* /BILL,PYB7-HJD2,V.99,1498910856663,
USD,init_deposit,0,vIdY4Jy5UlzJbQr0,,vIdY4Jy5UlzJbQr0,,wvIdY4JyUlzJbQr0,,EKNK-YDSJ,92fc8539-4cfdff3c0,1498911010025,
USD,transfer,34,WZCAYdYECEEtHBPW,,WZCAYdYECEEtHBPW,wtEzJdTM6lQjZPg9,wNGXRUsrzOQf23Mu,Corion,V3HN-WHPV,,1498911080342,
USD,init_deposit,60,WZCAYdYECEEtHBPW,,WZCAYdYECEEtHBPW,,wtEzJdTM6lQjZPg9,30 J Day,ZSQZ-H6UQ,15be68a6-4cfdff3c0,1498911190391,
USD,create_wallet,0,ZooPUhNBqWc9DLEf,,ZooPUhNBqWc9DLEf,wZooPUhNqWc9DLEf,wZooPUhNqWc9DLEf,,AHD3-M9BW,,1498911334894,
USD,cancel,0,WZCAYdYECEEtHBPW,,WZCAYdYECEEtHBPW,,wtEzJdTM6lQjZPg9,,ZSQZ-H6UQ,,1498911445546,
USD,fail_deposit,60,WZCAYdYECEEtHBPW,,,,wtEzJdTM6lQjZPg9,,ZSQZ-H6UQ,15be68a6-4cfdff3c0,1498911451884,
USD,create_wallet,0,jq1y48V98E6DSHZo,,jq1y48V98E6DSHZo,wjq1y48V8E6DSHZo,wjq1y48V8E6DSHZo,,AYSI-94MK,,1498911665923,
USD,create_wallet,0,gpmPlpG4jUT9YiIh,,gpmPlpG4jUT9YiIh,wgpmPlpGjUT9YiIh,wgpmPlpGjUT9YiIh,,VD4G-YJIQ,,1498911964984,
USD,init_deposit,20,KGtrPy2viA8OtO4c,,KGtrPy2viA8OtO4c,,wcg3B89bUiAyStIJ,Moppin house,J1MW-8ENP,ad8ab6ef-4cfdff3c0,1498912175656,
USD,complete,0,XUJbDJe3wDiaFNMJ,,XUJbDJe3wDiaFNMJ,wFRBL3f7YMjUabRB,wFRBL3f7YMjUabRB,,OI1A-846D,,1498912343577,
USD,transfer,10,FomgsGgBMyv39wbm,,FomgsGgBMyv39wbm,wxJq5NPbuoILGxnw,wFomgsGgMyv39wbm,Mow/30,DSXH-KZFT,,1498912411853,
USD,cancel,0,FomgsGgBMyv39wbm,yZ3rLdZuUXBDmmlZ,FomgsGgBMyv39wbm,wb2ceUQn3GTOJVJD,wb2ceUQn3GTOJVJD,,57TM-K4ML,,1498912446683,
USD,cancel,0,FomgsGgBMyv39wbm,yZ3rLdZuUXBDmmlZ,FomgsGgBMyv39wbm,wb2ceUQn3GTOJVJD,wb2ceUQn3GTOJVJD,,BADS-YE5S,,1498912468607,
USD,cancel,0,FomgsGgBMyv39wbm,yZ3rLdZuUXBDmmlZ,FomgsGgBMyv39wbm,wb2ceUQn3GTOJVJD,wb2ceUQn3GTOJVJD,,SRWR-9NVV,,1498912468707,
USD,cancel,0,FomgsGgBMyv39wbm,yZ3rLdZuUXBDmmlZ,FomgsGgBMyv39wbm,wb2ceUQn3GTOJVJD,wb2ceUQn3GTOJVJD,,KGO4-5GIC,,1498912468809,
USD,create_wallet,0,cPjE24G8RoUQ0ysK,,cPjE24G8RoUQ0ysK,wcPjE24GRoUQ0ysK,wcPjE24GRoUQ0ysK,,1KTD-SQQV,,1498912554878,
USD,card_auth,95.19,wOombhOioWuNFZY2,,wOombhOioWuNFZY2,wnufldqlUocRaBKU,,AX*ResumeN51-7484 LU,XSIW-AHLJ,V.00,1498912661753,
USD,card_declined,0,wOombhOioWuNFZY2,,wOombhOioWuNFZY2,wnufldqlUocRaBKU,,,XSIW-AHLJ,V.00,1498912664952,
USD,create_wallet,0,UtBtq6C3Jbs9QDNA,,UtBtq6C3Jbs9QDNA,wUtBtq6CJbs9QDNA,wUtBtq6CJbs9QDNA,,37BE-BTZB,,1498913252548,
USD,pay_from_bank,25,YTMLR4gTe6xpIruy,4fHOPvQouxeMFjpe,YTMLR4gTe6xpIruy,wYTMLR4ge6xpIruy,w4fHOPvQuxeMFjpe,Thinlighats June,RW7C-N9UD,a3bfcee0-4cfdff3c0,1498913433098,
USD,init_deposit,25,YTMLR4gTe6xpIruy,,YTMLR4gTe6xpIruy,,wYTMLR4ge6xpIruy,,RW7C-N9UD,a3bfcee0-4cfdff3c0,1498913433099,
USD,init_deposit,75,YTMLR4gTe6xpIruy,,YTMLR4gTe6xpIruy,,wYTMLR4ge6xpIruy,,1WLV-D85L,b72990f5-4cfdff3c0,1498913473265,
USD,init_withdraw,25,09MCxQHOABFwfbUV,,09MCxQHOABFwfbUV,w09MCxQHABFwfbUV,,,9L3K-WT8P,7f7a5127-4cfdff3c0,1498913991922,
USD,transfer,5,bUTTRCwehXOy3Vdq,,bUTTRCwehXOy3Vdq,wIBS6Vwnpj7MDrQu,wMr40SyUoJkM091N,,HSMA-GBO3,,1498914093842,
USD,recurring_subscription_payment,36,gpmPlpG4jUT9YiIh,9e1pjMBomK6nSx8d,gpmPlpG4jUT9YiIh,,wgpmPlpGjUT9YiIh,,C3DH-GZAE,,1498914256553,
USD,create_wallet,0,gpmPlpG4jUT9YiIh,,gpmPlpG4jUT9YiIh,wTWqZlNgY7iPlUt9,,,2B2D-8LAK,,1498914259327,
USD,create_wallet,0,gpmPlpG4jUT9YiIh,,gpmPlpG4jUT9YiIh,w72eaX7ouzWAmQHV,,,NC9U-JN5O,,1498914260071,
USD,create_wallet,0,gpmPlpG4jUT9YiIh,,gpmPlpG4jUT9YiIh,wy3hLY7ioAdZzevu,,,DSFL-9NDQ,,1498914260836,
USD,transfer,40,HQ7QLdQSnU8lpoeC,,HQ7QLdQSnU8lpoeC,wHQ7QLdQnU8lpoeC,w8wk5wnm7A9YO0U0,,IWE4-31MS,,1498914366081,
